question,url_a,url_c
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1462.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_2022.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1922.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_442.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_402.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_62.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1482.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1182.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1402.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_942.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1282.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1702.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_1162.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1402.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_742.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_222.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/almirante/almirante_962.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_502.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8182.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_402.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_462.jpg,http://socientize.lsd.ufcg.edu.br/almirante/almirante_322.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_8462.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_482.jpg
Qual local lhe parece mais...?,http://socientize.lsd.ufcg.edu.br/floriano/floriano_7042.jpg,http://socientize.lsd.ufcg.edu.br/rodrigues/rodrigues_1602.jpg
